1282,505
748,246
676,609
1084,400
1190,471
858,760
962,332
810,165
460,401
85,156
125,784
1059,120
89,763
1218,246
803,387
1233,890
468,320
734,614
427,707
254,501
1307,732
634,760
720,441
87,252
371,369
416,261
331,386
355,493
1032,829
498,742
888,12
257,264
395,425
373,444
373,2
518,236
468,126
520,183
1061,198
321,530
651,870
883,873
396,565
1297,302
85,24
569,626
1295,275
1128,386
499,455
517,764
562,246
590,453
1278,134
659,212
1058,294
748,106
1061,116
1278,582
644,324
917,434
1268,583
1186,382
288,750
336,84
802,749
132,360
144,60
1260,114
400,68
920,400
191,885
845,574
10,122
725,553
845,798
877,816
221,575
348,718
605,334
70,340
508,523
1133,389
845,102
378,218
517,700
137,764
980,642
547,401
688,65
674,166
13,673
1246,553
130,648
92,246
529,800
905,778
1029,2
251,147
847,877
25,416
1153,252
333,530
174,613
13,205
1178,322
989,82
1004,332
700,742
802,371
80,480
433,296
107,652
1086,164
828,613
922,662
370,165
811,478
78,728
1178,502
704,829
363,245
258,812
1304,709
624,493
910,378
171,30
105,78
741,198
474,637
1002,820
996,236
150,880
136,434
1077,488
1084,373
448,389
580,742
132,228
366,302
1089,598
577,106
155,7
808,484
400,378
836,889
606,65
365,133
185,773
445,647
32,760
507,837
542,80
967,471
915,655
77,646
218,703
1046,400
694,134
70,541
282,836
632,96
227,873
372,58
413,464
87,792
405,778
504,831
631,436
763,208
208,742
213,334
877,296
271,513
1304,261
811,887
1183,459
937,659
994,884
251,550
358,493
1295,124
925,816
599,18
1143,863
599,782
1178,696
1302,393
306,582
750,537
120,613
266,739
949,268
291,211
249,659
32,582
725,341
1238,617
582,166
1151,808
845,14
172,810
957,879
271,575
378,114
44,152
662,185
1004,760
905,548
1180,470
343,423
224,554
651,24
773,459
189,555
246,862
515,431
821,343
811,455
671,695
1255,316
622,582
629,116
1011,493
1293,301
1295,674
373,781
787,782
1163,225
435,238
64,789
1185,89
720,453
1033,121
517,115
927,448
1197,364
1307,610
232,89
641,750
249,198
1302,501
763,561
182,386
957,204
289,324
72,169
18,280
517,779
1174,658
560,434
1289,661
3,732
1160,831
435,208
72,614
403,147
753,684
1089,35
1039,381
6,261
674,614
1138,281
1178,198
764,191
219,619
1078,208
70,788
1002,614
388,155
448,200
1077,833
1186,751
937,113
21,661
965,77
214,366
937,322
152,484
1223,792
1186,326
502,634
884,453
751,593
733,198
1298,236
700,612
172,165
1004,382
426,553
1304,152
144,596
713,864
617,598
1215,681
229,546
155,439
972,772
590,889
1246,105
413,504
1238,169
405,452
145,413
679,660
345,817
1173,764
662,152
1057,56
33,197
1285,612
892,56
780,760
232,658
589,36
465,466
694,750
1130,889
7,887
105,190
574,862
855,490
157,642
430,164
341,414
1027,189
793,764
182,140
504,98
77,442
579,344
1160,82
139,611
701,647
209,695
508,665
1125,773
236,385
1166,834
1079,113
144,834
1166,326
961,213
1121,555
780,597
124,745
1238,725
221,859
77,807
721,423
947,469
392,441
94,460
117,98
808,738
397,264
508,749
681,478
1300,772
316,772
1126,339
197,141
648,70
150,530
226,521
281,113
251,568
764,87
915,239
801,481
945,133
426,817
136,303
364,164
959,555
1274,170
377,560
577,128
825,662
159,586
251,102
741,738
565,278
365,374
956,348
110,808
125,313
15,124
309,369
488,553
512,339
1091,686
649,364
793,130
1216,441
68,266
271,764
1186,303
564,180
1084,176
1217,742
353,879
189,798
711,876
582,725
93,742
467,859
25,612
989,812
812,747
140,350
77,890
788,493
885,135
12,306
763,493
577,788
1183,480
1166,820
927,513
945,72
301,339
132,502
910,280
673,817
711,158
276,442
226,400
830,234
1262,65
724,807
373,25
811,416
288,582
453,464
750,607
1255,831
1297,689
219,337
55,831
1027,369
25,127
1298,684
1210,297
1285,478
30,829
1074,390
1232,728
1123,25
1215,21
87,102
350,238
1242,359
323,284
37,150
1190,613
1196,289
473,481
246,32
139,463
1091,337
1081,124
524,126
925,819
856,626
662,70
676,134
303,691
1232,614
65,434
887,781
642,82
932,80
428,25
1057,838
555,257
428,421
454,814
421,161
530,120
238,261
68,87
736,32
1285,339
314,236
262,889
884,341
1210,128
508,371
303,150
141,793
648,96
102,329
306,134
676,382
323,198
1047,637
750,210
524,470
674,449
38,46
1260,619
678,381
495,508
373,869
808,290
1128,728
1009,339
1191,894
938,500
950,14
811,450
150,14
708,100
125,374
1029,113
291,263
756,297
1238,501
1071,344
1238,614
969,480
232,359
992,126
823,278
1020,836
405,442
701,361
842,126
864,742
70,312
125,112
108,359
281,781
301,92
500,165
1200,808
1285,767
117,572
947,873
743,792
249,211
1233,646

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
